companyid;companyname;ticker;price;p_l;p_vp;p_ebit;p_ativo;ev_ebit;margembruta;margemebit;margemliquida;p_sr;p_capitalgiro;p_ativocirculante;giroativos;roe;roa;roic;dividaliquidapatrimonioliquido;dividaliquidaebit;pl_ativo;passivo_ativo;liquidezcorrente;peg_ratio;receitas_cagr5;liquidezmediadiaria;vpa;lpa;valormercado;segmentid;sectorid;subsectorid;subsectorname;segmentname;sectorname;dy;lucros_cagr5;datacarga
453;CIA ELETRICIDADE EST. DA BAHIA - COELBA;CEEB6;60,68;11,18;2,68;4,92;0,57;7,98;28,66;22,4;9,86;1,1;-9,62;-0,74;0,52;24,0;5,12;14,62;2,2;4,04;0,21;0,79;0,79;-0,45;11,42;;22,61;5,43;12736360387,6;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;2,24;51,69;02/20/24 12:07
460;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;CEED3;22,9;-3,97;-0,53;3,72;0,21;10,34;19,39;8,58;-8,03;0,32;-5,55;-0,34;0,66;-13,27;-5,29;37,73;;6,62;-0,4;1,4;0,91;0,02;7,74;2359,0;-43,45;-5,76;1562890284,4;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;;;02/20/24 12:07
460;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;CEED4;22,0;-3,82;-0,51;3,57;0,2;10,34;19,39;8,58;-8,03;0,31;-5,33;-0,32;0,66;-13,27;-5,29;37,73;;6,62;-0,4;1,4;0,91;0,02;7,74;3287,0;-43,45;-5,76;1562890284,4;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;;;02/20/24 12:07
481;CIA DISTRIB DE GAS DO RIO DE JANEIRO-CEG;CEGR3;88,32;59,53;16,36;23,35;5,1;24,1;26,97;16,7;6,55;3,9;-234,32;-7,01;1,31;27,48;8,57;30,44;0,53;0,75;0,31;0,69;0,93;-2,91;9,87;;5,4;1,48;22931204490,24;86;10,0;45,0;Gás;Gás;Utilidade Pública;0,86;2,6;02/20/24 12:07
456;CIA ENERGETICA DE PERNAMBUCO - CELPE;CEPE3;125,26;194,71;6,27;10,25;0,7;17,49;18,71;11,07;0,58;1,13;-39,1;-0,93;0,62;3,22;0,36;9,82;4,89;7,99;0,11;0,89;0,93;-2,5;8,38;;19,97;0,64;8662392210,18;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;;-3,17;02/20/24 12:07
456;CIA ENERGETICA DE PERNAMBUCO - CELPE;CEPE5;40,12;62,36;2,01;3,28;0,22;17,49;18,71;11,07;0,58;0,36;-12,52;-0,3;0,62;3,22;0,36;9,82;4,89;7,99;0,11;0,89;0,93;-0,8;8,38;;19,97;0,64;8662392210,18;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;;-3,17;02/20/24 12:07
456;CIA ENERGETICA DE PERNAMBUCO - CELPE;CEPE6;43,0;66,84;2,15;3,52;0,24;17,49;18,71;11,07;0,58;0,39;-13,42;-0,32;0,62;3,22;0,36;9,82;4,89;7,99;0,11;0,89;0,93;-0,86;8,38;;19,97;0,64;8662392210,18;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;;-3,17;02/20/24 12:07
451;CESP - CIA ENERGETICA DE SAO PAULO;CESP3;25,55;4,45;1,03;8,18;0,56;7,45;37,46;64,14;117,96;5,25;8,08;-0,71;0,11;23,2;12,53;0,67;-0,08;-0,67;0,54;0,46;1,46;0,0;8,84;;24,76;5,74;8302192833,55;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;;;02/20/24 12:07
451;CESP - CIA ENERGETICA DE SAO PAULO;CESP5;25,0;4,35;1,01;8,0;0,55;7,45;37,46;64,14;117,96;5,13;7,9;-0,7;0,11;23,2;12,53;0,67;-0,08;-0,67;0,54;0,46;1,46;0,0;8,84;;24,76;5,74;8302192833,55;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;;;02/20/24 12:07
451;CESP - CIA ENERGETICA DE SAO PAULO;CESP6;25,25;4,4;1,02;8,08;0,55;7,45;37,46;64,14;117,96;5,18;7,98;-0,71;0,11;23,2;12,53;0,67;-0,08;-0,67;0,54;0,46;1,46;0,0;8,84;;24,76;5,74;8302192833,55;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;;;02/20/24 12:07
482;CIA GAS DE SAO PAULO - COMGAS;CGAS3;101,0;38,05;30,12;4,63;0,96;6,49;22,25;18,15;2,21;0,84;54,3;-1,55;1,14;79,18;2,51;17,62;12,07;1,86;0,03;0,97;1,05;-0,48;25,75;56634,67;3,35;2,65;13384579287,0;86;10,0;45,0;Gás;Gás;Utilidade Pública;3,05;-11,28;02/20/24 12:07
482;CIA GAS DE SAO PAULO - COMGAS;CGAS5;111,5;42,0;33,26;5,11;1,05;6,49;22,25;18,15;2,21;0,93;59,94;-1,71;1,14;79,18;2,51;17,62;12,07;1,86;0,03;0,97;1,05;-0,53;25,75;168837,74;3,35;2,65;13384579287,0;86;10,0;45,0;Gás;Gás;Utilidade Pública;3,04;-11,28;02/20/24 12:07
222;GRAZZIOTIN S.A.;CGRA3;25,25;5,91;0,58;11,07;0,42;8,06;53,77;6,83;12,81;0,76;1,56;-0,74;0,55;9,8;7,1;3,78;-0,16;-3,05;0,72;0,28;2,66;-0,23;9,76;54421,88;43,61;4,27;508846369,35;22;2,0;8,0;Comércio;Tecidos. Vestuário e Calçados;Consumo Cíclico;5,65;6,93;02/20/24 12:07
222;GRAZZIOTIN S.A.;CGRA4;25,4;5,94;0,58;11,14;0,42;8,06;53,77;6,83;12,81;0,76;1,57;-0,74;0,55;9,8;7,1;3,78;-0,16;-3,05;0,72;0,28;2,66;-0,23;9,76;184446,15;43,61;4,27;508846369,35;22;2,0;8,0;Comércio;Tecidos. Vestuário e Calçados;Consumo Cíclico;5,62;6,93;02/20/24 12:07
368;CIELO S.A.;CIEL3;5,34;7,5;1,21;4,26;0,15;5,89;46,49;32,18;18,27;1,37;1,17;-1,3;0,11;16,16;2,0;12,1;0,46;1,63;0,12;0,85;1,17;0,21;-1,62;183027633,32;4,41;0,71;14507792425,74;62;4,0;28,0;Serviços Financeiros Diversos;Serviços Financeiros Diversos;Financeiro e Outros;5,31;-13,77;02/20/24 12:07
796;CLEAR SALE S.A.;CLSA3;3,87;-25,93;1,02;-8,7;0,81;-4,23;34,44;-16,03;-5,38;1,4;1,71;-2,36;0,58;-3,92;-3,12;-12,16;-0,52;4,47;0,8;0,2;3,59;0,38;;3526362,82;3,81;-0,15;727273852,2;82;8,0;41,0;Programas e Serviços;Programas e Serviços;Tecnologia da Informação;;;02/20/24 12:07
449;CENTRAIS ELET DE SANTA CATARINA S.A.;CLSC3;65,02;4,39;0,79;2,67;0,22;4,57;15,15;9,04;5,5;0,24;-3,47;-0,31;0,9;17,93;4,93;13,59;0,56;1,9;0,27;0,73;0,83;0,06;7,34;28554,13;82,64;14,82;2515759961,18;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;2,59;53,76;02/20/24 12:07
449;CENTRAIS ELET DE SANTA CATARINA S.A.;CLSC4;65,36;4,41;0,79;2,68;0,22;4,57;15,15;9,04;5,5;0,24;-3,48;-0,31;0,9;17,93;4,93;13,59;0,56;1,9;0,27;0,73;0,83;0,06;7,34;265646,42;82,64;14,82;2515759961,18;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;2,83;53,76;02/20/24 12:07
455;CIA ENERGETICA DE MINAS GERAIS - CEMIG;CMIG3;15,33;5,05;1,38;4,43;0,6;4,83;24,73;21,11;18,52;0,94;10,53;-0,8;0,64;27,35;11,9;17,7;0,32;1,04;0,43;0,56;1,3;17,29;9,68;5704660,06;11,1;3,04;28822855152,0;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;6,46;46,18;02/20/24 12:07
455;CIA ENERGETICA DE MINAS GERAIS - CEMIG;CMIG4;11,97;3,94;1,08;3,46;0,47;4,83;24,73;21,11;18,52;0,73;8,23;-0,62;0,64;27,35;11,9;17,7;0,32;1,04;0,43;0,56;1,3;13,5;9,68;126126254,06;11,1;3,04;28822855152,0;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;8,27;46,18;02/20/24 12:07
742;CSN MINERAÇÃO S.A.;CMIN3;6,2;11,04;2,97;6,37;1,15;5,96;46,73;30,79;17,76;1,96;3,81;-2,11;0,59;26,92;10,4;22,14;-0,19;-0,41;0,39;0,61;2,96;1,03;19,26;47207249,09;2,09;0,56;34009100795,6;67;5,0;32,0;Mineração;Minerais Metálicos;Materiais Básicos;11,25;28,57;02/20/24 12:07
558;CIMS S.A.;CMSA3;0,0;0,0;0,0;0,0;0,0;0,23;;;;;0,0;0,0;0,0;-421,62;-418,01;-415,76;-0,96;0,23;0,99;0,01;111,51;0,0;;;0,0;0,0;0,0;57;4,0;25,0;Outros;Outros;Financeiro e Outros;;;02/20/24 12:07
558;CIMS S.A.;CMSA4;0,0;0,0;0,0;0,0;0,0;0,23;;;;;0,0;0,0;0,0;-421,62;-418,01;-415,76;-0,96;0,23;0,99;0,01;111,51;0,0;;;0,0;0,0;0,0;57;4,0;25,0;Outros;Outros;Financeiro e Outros;;;02/20/24 12:07
559;CINESYSTEM S.A.;CNSY3;30,22;-86,19;-23,75;93,87;5,37;109,95;18,72;7,08;-7,71;6,65;-28,61;-6,18;0,81;-27,56;-6,23;4,37;;16,08;-0,23;1,23;0,41;0,14;2,97;;-1,27;-0,35;935885083,86;30;2,0;12,0;Mídia;Produção e Difusão de Filmes e Programas;Consumo Cíclico;;;02/20/24 12:07
457;CIA ENERGETICA DO CEARA - COELCE;COCE3;50,01;7,1;0,92;3,06;0,3;6,65;17,53;14,52;6,27;0,44;-2,26;-0,39;0,67;12,93;4,18;10,92;1,29;4,31;0,32;0,68;0,64;1,36;13,27;10002,0;54,49;7,05;2974901258,91;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;0,62;4,72;02/20/24 12:07
457;CIA ENERGETICA DO CEARA - COELCE;COCE5;41,83;5,94;0,77;2,56;0,25;6,65;17,53;14,52;6,27;0,37;-1,89;-0,32;0,67;12,93;4,18;10,92;1,29;4,31;0,32;0,68;0,64;1,14;13,27;739684,53;54,49;7,05;2974901258,91;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;0,74;4,72;02/20/24 12:07
457;CIA ENERGETICA DO CEARA - COELCE;COCE6;19,17;2,72;0,35;1,17;0,11;6,65;17,53;14,52;6,27;0,17;-0,87;-0,15;0,67;12,93;4,18;10,92;1,29;4,31;0,32;0,68;0,64;0,52;13,27;;54,49;7,05;2974901258,91;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;1,61;4,72;02/20/24 12:07
253;KROTON EDUCACIONAL S.A.;COGN3;2,52;-15,81;0,39;8,66;0,19;19,78;64,83;9,61;-5,26;0,83;6,1;-0,23;0,23;-2,47;-1,19;2,42;0,5;11,13;0,48;0,48;1,21;-1,06;-1,73;84959398,47;6,44;-0,16;4729047649,2;26;2,0;10,0;Diversos;Serviços Educacionais;Consumo Cíclico;;;02/20/24 12:07
306;CORREA RIBEIRO S.A. COMERCIO E INDUSTRIA;CORR3;2,71;0,01;0,01;0,01;0,0;-1,2;100,0;2689,16;2211,14;0,19;0,01;-0,02;0,02;157,36;45,49;138,37;-2,58;-1,35;0,29;0,71;4,25;0,0;-16,36;;201,49;317,06;1278894,65;51;4,0;22,0;Exploração de Imóveis;Exploração de Imóveis;Financeiro e Outros;2762,62;;02/20/24 12:07
306;CORREA RIBEIRO S.A. COMERCIO E INDUSTRIA;CORR4;82,0;0,26;0,41;0,21;0,12;-1,2;100,0;2689,16;2211,14;5,72;0,2;-0,48;0,02;157,36;45,49;138,37;-2,58;-1,35;0,29;0,71;4,25;0,0;-16,36;;201,49;317,06;1278894,65;51;4,0;22,0;Exploração de Imóveis;Exploração de Imóveis;Financeiro e Outros;91,3;;02/20/24 12:07
463;CPFL ENERGIA S.A.;CPFE3;35,88;7,7;2,28;3,66;0,56;5,38;33,17;28,29;13,44;1,04;-13,49;-0,73;0,54;29,54;7,28;19,86;1,07;1,72;0,25;0,74;0,85;1,24;8,03;63833015,44;15,77;4,66;41331366762,8;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;9,33;35,39;02/20/24 12:07
462;CIA PARANAENSE DE ENERGIA - COPEL;CPLE11;50,12;14,94;1,29;10,03;0,54;13,24;21,02;13,52;9,07;1,36;6,92;-0,71;0,4;8,61;3,59;7,22;0,41;3,21;0,42;0,58;1,48;0,12;9,35;12760068,47;38,98;3,35;29899693364,18;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;3,28;14,12;02/20/24 12:07
462;CIA PARANAENSE DE ENERGIA - COPEL;CPLE3;9,46;14,1;1,21;9,46;0,51;13,24;21,02;13,52;9,07;1,28;6,53;-0,67;0,4;8,61;3,59;7,22;0,41;3,21;0,42;0,58;1,48;0,11;9,35;51074420,53;7,8;0,67;29899693364,18;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;3,21;14,12;02/20/24 12:07
462;CIA PARANAENSE DE ENERGIA - COPEL;CPLE5;21,92;32,67;2,81;21,92;1,17;13,24;21,02;13,52;9,07;2,96;15,14;-1,54;0,4;8,61;3,59;7,22;0,41;3,21;0,42;0,58;1,48;0,26;9,35;8515,14;7,8;0,67;29899693364,18;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;1,9;14,12;02/20/24 12:07
462;CIA PARANAENSE DE ENERGIA - COPEL;CPLE6;10,48;15,62;1,34;10,48;0,56;13,24;21,02;13,52;9,07;1,42;7,24;-0,74;0,4;8,61;3,59;7,22;0,41;3,21;0,42;0,58;1,48;0,12;9,35;123039932,97;7,8;0,67;29899693364,18;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;3,19;14,12;02/20/24 12:07
464;CPFL ENERGIAS RENOVÁVEIS S.A.;CPRE3;18,23;8,36;1,81;9,18;0,89;8,84;54,95;40,56;44,52;3,72;-4,97;-1,09;0,24;21,64;10,67;13,12;-0,07;-0,34;0,49;0,5;0,5;6,11;12,91;;10,07;2,18;10824655047,92;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;;157,26;02/20/24 12:07
415;CREMER S.A.;CREM3;14,5;32,7;2,45;9,28;0,67;13,11;30,3;7,39;2,1;0,69;4,89;-1,69;0,98;7,5;2,05;9,29;1,01;3,84;0,27;0,73;1,29;22,14;1,09;;5,91;0,44;465122474,0;77;7,0;36,0;Comércio e Distribuição;Medicamentos e Outros Produtos;Saúde;;;02/20/24 12:07
298;ATACADÃO S.A.;CRFB3;11,7;32,12;1,25;5,42;0,28;9,05;19,28;4,13;0,7;0,22;-6,33;-0,5;1,26;3,88;0,88;9,16;0,85;3,69;0,23;0,76;0,91;-0,45;15,4;87422079,26;9,38;0,36;24371883391,16;47;3,0;19,0;Comércio e Distribuição;Alimentos;Consumo não Cíclico;1,26;-13,64;02/20/24 12:07
346;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;CRIV3;6,12;22,75;0,59;35,94;0,04;35,72;23,64;0,82;1,29;0,29;0,09;-0,09;0,15;2,6;0,19;;;;0,07;0,92;86,37;-0,1;18,33;79028,61;10,35;0,27;626029876,89;56;4,0;24,0;Intermediários Financeiros;Soc. Crédito e Financiamento;Financeiro e Outros;;-15,68;02/20/24 12:07
346;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;CRIV4;6,03;22,41;0,58;35,41;0,04;35,72;23,64;0,82;1,29;0,29;0,09;-0,09;0,15;2,6;0,19;;;;0,07;0,92;86,37;-0,1;18,33;431507,43;10,35;0,27;626029876,89;56;4,0;24,0;Intermediários Financeiros;Soc. Crédito e Financiamento;Financeiro e Outros;;-15,68;02/20/24 12:07
389;TRONOX PIGMENTOS DO BRASIL S.A.;CRPG3;37,29;16,26;1,56;54,36;1,16;48,53;7,03;3,33;11,13;1,81;2,12;-3,69;0,64;9,6;7,1;0,75;-0,14;-4,76;0,74;0,26;4,8;-0,44;7,16;7746,5;23,88;2,29;1060985484,75;71;5,0;33,0;Químicos;Químicos Diversos;Materiais Básicos;14,07;-3,38;02/20/24 12:07
389;TRONOX PIGMENTOS DO BRASIL S.A.;CRPG5;36,17;15,78;1,51;52,73;1,12;48,53;7,03;3,33;11,13;1,76;2,06;-3,58;0,64;9,6;7,1;0,75;-0,14;-4,76;0,74;0,26;4,8;-0,42;7,16;93051,44;23,88;2,29;1060985484,75;71;5,0;33,0;Químicos;Químicos Diversos;Materiais Básicos;14,51;-3,38;02/20/24 12:07
389;TRONOX PIGMENTOS DO BRASIL S.A.;CRPG6;36,49;15,92;1,53;53,19;1,13;48,53;7,03;3,33;11,13;1,77;2,08;-3,61;0,64;9,6;7,1;0,75;-0,14;-4,76;0,74;0,26;4,8;-0,43;7,16;44220,78;23,88;2,29;1060985484,75;71;5,0;33,0;Químicos;Químicos Diversos;Materiais Básicos;14,38;-3,38;02/20/24 12:07
358;CIA SEGUROS ALIANCA DA BAHIA;CSAB3;30,5;12,39;1,11;18,86;0,57;24,57;-124,0;1656,27;2521,73;312,32;3,54;-0,71;0,0;8,94;4,57;;;;0,51;0,49;4,45;-0,02;-33,4;3075,0;27,56;2,46;305164800,0;59;4,0;26,0;Previdência e Seguros;Seguradoras;Financeiro e Outros;1,97;-1,31;02/20/24 12:07
358;CIA SEGUROS ALIANCA DA BAHIA;CSAB4;48,97;19,89;1,78;30,28;0,91;24,57;-124,0;1656,27;2521,73;501,45;5,68;-1,15;0,0;8,94;4,57;;;;0,51;0,49;4,45;-0,03;-33,4;60668,75;27,56;2,46;305164800,0;59;4,0;26,0;Previdência e Seguros;Seguradoras;Financeiro e Outros;1,35;-1,31;02/20/24 12:07
403;COSAN S.A.;CSAN3;18,77;-76,13;1,9;2,87;0,26;6,72;26,67;30,14;-1,14;0,87;3,27;-0,32;0,29;-2,5;-0,34;10,29;2,55;3,85;0,13;0,65;1,62;0,59;38,95;113781718,35;9,86;-0,25;35176311393,64;76;6,0;35,0;Petróleo. Gás e Biocombustíveis;Exploração. Refino e Distribuição;Petróleo. Gás e Biocombustíveis;2,28;;02/20/24 12:07
681;CRUZEIRO DO SUL EDUCACIONAL S.A.;CSED3;4,28;19,99;1,08;4,05;0,33;4,46;46,83;17,37;3,51;0,7;13,57;-0,42;0,47;5,42;1,65;16,5;0,11;0,41;0,3;0,7;1,12;0,31;15,05;2131716,15;3,95;0,21;1560242122,56;26;2,0;10,0;Diversos;Serviços Educacionais;Consumo Cíclico;1,61;-2,13;02/20/24 12:07
442;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;CSMG3;22,48;6,61;1,08;5,17;0,61;7,2;40,21;23,61;18,47;1,22;8,54;-0,76;0,5;16,38;9,22;10,82;0,42;2,03;0,56;0,44;1,58;0,06;7,38;28736407,47;20,75;3,4;8548088991,12;84;10,0;43,0;Água e Saneamento;Água e Saneamento;Utilidade Pública;12,87;18,19;02/20/24 12:07
397;CIA SIDERURGICA NACIONAL;CSNA3;18,29;-27,55;1,37;5,32;0,27;11,28;25,98;10,23;-1,98;0,54;2,2;-0,43;0,5;-4,96;-1,0;7,11;1,53;5,95;0,2;0,77;1,53;0,2;19,08;114897655,47;13,39;-0,66;24254258290,63;74;5,0;34,0;Siderurgia e Metalurgia;Siderurgia;Materiais Básicos;10,72;;02/20/24 12:07
459;CIA ENERGETICA DO RIO GDE NORTE - COSERN;CSRN3;28,4;8,19;3,34;4,99;0,83;7,58;31,55;26,27;16,02;1,31;-144,65;-1,11;0,63;40,77;10,1;18,81;1,73;2,59;0,25;0,75;0,98;2,09;10,3;7593,29;8,51;3,47;4762953886,77;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;3,91;25,36;02/20/24 12:07
459;CIA ENERGETICA DO RIO GDE NORTE - COSERN;CSRN5;28,13;8,11;3,31;4,95;0,82;7,58;31,55;26,27;16,02;1,3;-143,27;-1,1;0,63;40,77;10,1;18,81;1,73;2,59;0,25;0,75;0,98;2,07;10,3;4243,0;8,51;3,47;4762953886,77;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;4,34;25,36;02/20/24 12:07
459;CIA ENERGETICA DO RIO GDE NORTE - COSERN;CSRN6;25,38;7,32;2,98;4,46;0,74;7,58;31,55;26,27;16,02;1,17;-129,26;-0,99;0,63;40,77;10,1;18,81;1,73;2,59;0,25;0,75;0,98;1,87;10,3;2572,25;8,51;3,47;4762953886,77;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;4,81;25,36;02/20/24 12:07
170;CSU DIGITAL S.A.;CSUD3;18,9;9,15;1,91;6,97;1,3;6,92;39,2;21,27;16,2;1,48;20,26;-1,8;0,87;20,92;14,16;17,83;-0,01;-0,05;0,68;0,32;1,29;0,35;1,99;1260017,15;9,87;2,07;790020000,0;12;1,0;5,0;Serviços;Serviços Diversos;Bens Industriais;5,32;13,82;02/20/24 12:07
560;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;CTCA3;0,0;0,0;0,0;0,0;0,0;-4,02;57,29;23,31;29,83;0,0;0,0;0,0;0,37;12,5;10,96;5,58;-0,39;-4,02;0,88;0,12;4,66;0,0;20,53;;2,69;0,34;0,0;42;3,0;16,0;Agropecuária;Agricultura;Consumo não Cíclico;;49,76;02/20/24 12:07
266;KARSTEN S.A.;CTKA3;13,0;2,1;-0,65;1,25;0,13;8,52;40,51;10,29;6,12;0,13;0,44;-0,41;1,01;-30,92;6,18;15,47;;7,05;-0,2;1,2;1,75;-0,01;14,61;2866,5;-20,01;6,19;94643153,2;33;2,0;13,0;Tecidos. Vestuário e Calçados;Fios e Tecidos;Consumo Cíclico;;;02/20/24 12:07
266;KARSTEN S.A.;CTKA4;17,2;2,78;-0,86;1,65;0,17;8,52;40,51;10,29;6,12;0,17;0,59;-0,54;1,01;-30,92;6,18;15,47;;7,05;-0,2;1,2;1,75;-0,01;14,61;14744,33;-20,01;6,19;94643153,2;33;2,0;13,0;Tecidos. Vestuário e Calçados;Fios e Tecidos;Consumo Cíclico;;;02/20/24 12:07
262;CIA TECIDOS NORTE DE MINAS COTEMINAS;CTNM3;9,65;-0,7;1,23;-0,92;0,09;-3,9;14,02;-22,47;-29,57;0,21;-0,29;-0,13;0,43;-175,93;-12,81;-18,67;4,56;-3,41;0,07;0,86;0,49;0,0;-3,61;41635,45;7,84;-13,8;157671639,8;33;2,0;13,0;Tecidos. Vestuário e Calçados;Fios e Tecidos;Consumo Cíclico;;;02/20/24 12:07
262;CIA TECIDOS NORTE DE MINAS COTEMINAS;CTNM4;1,4;-0,1;0,18;-0,13;0,01;-3,9;14,02;-22,47;-29,57;0,03;-0,04;-0,02;0,43;-175,93;-12,81;-18,67;4,56;-3,41;0,07;0,86;0,49;0,0;-3,61;144839,62;7,84;-13,8;157671639,8;33;2,0;13,0;Tecidos. Vestuário e Calçados;Fios e Tecidos;Consumo Cíclico;;;02/20/24 12:07
263;CIA TECIDOS SANTANENSE;CTSA3;3,24;-1,83;0,39;-5,38;0,14;-15,89;-22,39;-15,56;-45,69;0,84;1,75;-0,21;0,17;-21,36;-7,79;-4,49;0,76;-10,51;0,36;0,64;1,37;-0,04;-0,42;65433,56;8,28;-1,77;90152290,44;33;2,0;13,0;Tecidos. Vestuário e Calçados;Fios e Tecidos;Consumo Cíclico;;;02/20/24 12:07
263;CIA TECIDOS SANTANENSE;CTSA4;1,74;-0,98;0,21;-2,89;0,08;-15,89;-22,39;-15,56;-45,69;0,45;0,94;-0,11;0,17;-21,36;-7,79;-4,49;0,76;-10,51;0,36;0,64;1,37;-0,02;-0,42;91091,47;8,28;-1,77;90152290,44;33;2,0;13,0;Tecidos. Vestuário e Calçados;Fios e Tecidos;Consumo Cíclico;;;02/20/24 12:07
263;CIA TECIDOS SANTANENSE;CTSA8;0,0;0,0;0,0;0,0;0,0;-15,89;-22,39;-15,56;-45,69;0,0;0,0;0,0;0,17;-21,36;-7,79;-4,49;0,76;-10,51;0,36;0,64;1,37;0,0;-0,42;;8,28;-1,77;90152290,44;33;2,0;13,0;Tecidos. Vestuário e Calçados;Fios e Tecidos;Consumo Cíclico;;;02/20/24 12:07
631;CURY CONSTRUTORA E INCORPORADORA S.A.;CURY3;18,67;13,19;5,9;10,43;1,73;9,54;37,81;19,69;15,56;2,05;4,11;-6,53;0,84;44,76;13,12;26,74;-0,5;-0,89;0,29;0,66;2,34;0,63;22,62;30722650,97;3,16;1,42;5449307892,96;23;2,0;9,0;Construção Civil;Incorporações;Consumo Cíclico;3,11;29,64;02/20/24 12:07
279;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;CVCB3;3,3;-3,62;3,97;-18,49;0,43;-22,66;100,0;-7,43;-37,97;1,37;-4,19;-0,96;0,31;-109,8;-11,9;-7,9;0,9;-4,16;0,11;0,89;0,84;3,71;0,61;60582720,29;0,83;-0,91;1734450620,1;41;2,0;15,0;Viagens e Lazer;Viagens e Turismo;Consumo Cíclico;;;02/20/24 12:07
769;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;CXSE3;14,22;12,09;3,34;10,88;3,31;10,45;;;;;22,32;-3,93;0,0;27,65;27,4;26,4;-0,15;-0,48;0,99;0,01;17,58;0,32;;61704965,82;4,25;1,18;42870000000,0;58;4,0;26,0;Previdência e Seguros;Corretoras de Seguros;Financeiro e Outros;7,11;22,12;02/20/24 12:07
230;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;CYRE3;22,61;10,02;1,16;8,71;0,53;10,9;32,09;17,55;15,25;1,53;1,56;-1,1;0,35;11,59;5,3;6,62;0,29;2,19;0,46;0,5;2,93;0,99;15,15;116166058,5;19,47;2,26;9038184685,39;23;2,0;9,0;Construção Civil;Incorporações;Consumo Cíclico;3,74;;02/20/24 12:07
424;DIAGNOSTICOS DA AMERICA S.A.;DASA3;7,39;-6,6;0,7;5,32;0,21;13,9;28,78;7,35;-5,93;0,39;3,21;-0,29;0,52;-10,61;-3,11;4,96;1,13;8,58;0,29;0,71;1,27;-0,04;31,03;2881573,97;10,55;-1,12;5563190847,16;80;7,0;39,0;Serv.Méd.Hospit..Análises e Diagnósticos;Serv.Méd.Hospit..Análises e Diagnósticos;Saúde;;;02/20/24 12:07
788;DESKTOP - SIGMANET COMUNICAÇÃO MULTIMÍDIA S.A.;DESK3;13,24;17,11;1,21;4,91;0,52;7,1;63,04;33,72;9,69;1,66;-21,73;-0,6;0,31;7,08;3,03;13,7;0,55;2,22;0,43;0,56;0,84;0,19;;2367209,97;10,94;0,77;1515877401,2;83;9,0;42,0;Telecomunicações;Telecomunicações;Comunicações;0,15;;02/20/24 12:07
388;DEXXOS PARTICIPACOES S.A.;DEXP3;12,29;7,24;1,67;4,21;0,81;3,76;20,55;15,24;8,86;0,64;1,82;-2,35;1,27;23,11;11,23;19,07;-0,18;-0,45;0,49;0,42;3,17;0,37;34,1;1434631,03;7,34;1,7;1153752521,7;70;5,0;33,0;Químicos;Petroquímicos;Materiais Básicos;3,18;14,48;02/20/24 12:07
388;DEXXOS PARTICIPACOES S.A.;DEXP4;12,0;7,07;1,63;4,11;0,79;3,76;20,55;15,24;8,86;0,63;1,77;-2,3;1,27;23,11;11,23;19,07;-0,18;-0,45;0,49;0,42;3,17;0,36;34,1;27822,65;7,34;1,7;1153752521,7;70;5,0;33,0;Químicos;Petroquímicos;Materiais Básicos;4,12;14,48;02/20/24 12:07
